,ID_CLEAN,DESCRIPTION,Comments,ISSUED_DATE,EXPIRATION_DATE,Property_ID
126204,1103535000.0,Fire Alarm,install new fire notification system per ibc 2009 cmr 780 cmr 527 and all applicable local ordinanace,1/5/16 11:05,7/5/16 0:00,128928.0
126256,1202611000.0,Fire Alarm,install new fire notification system per ibc 2009 cmr 780 cmr 527 and all applicable local ordinance,1/11/16 15:00,7/11/16 0:00,143313.0
126257,501823000.0,Fire Alarm,Installing a new local fire alarm system,2/9/16 11:41,8/9/16 0:00,99643.0
126316,801476000.0,Fire Alarm,"We will be replacing the existing Fire lite Conventional panel with a new fire lite conventional panel. All existing equipment except the alarm panel is existing to remain. We will reprogram the new panel to match the existing panels programming. This system is a local alarm only with an active ""wet"" Sprinkler system.",1/19/16 19:45,7/19/16 0:00,129879.0
126320,703333000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed 780 cmr 527 cmr and all applicable local ordinance,4/11/16 10:03,10/11/16 0:00,347358.0
126321,1000235000.0,Fire Alarm,Installation of a new Addressable Fire Alarm System including new local devices.,1/19/16 13:49,7/19/16 0:00,57591.0
126329,305951000.0,Fire Alarm,Install local smoke detectors.,1/20/16 9:11,7/20/16 0:00,126168.0
126336,703300000.0,Electrical,New local only smokes and co detectors in units,1/21/16 9:32,7/21/16 0:00,143391.0
126379,503111000.0,Fire Alarm,modify existing notification system replace existing control wire basement commercial space per ibc 2009 8th ed 780cmr 527 cmr and all applicable local ordinance,1/26/16 14:16,7/26/16 0:00,101540.0
126416,,Electrical,add local 120v smoke alarms inside each bedroom inside 6 units,2/2/16 8:56,8/2/16 0:00,161943.0
126455,801209010.0,City of Boston,new local smokes and co detectors. new addressable fire alarm system for 32 units per plans primary address;8 townhouses at 599 601 603 605 607 609 Harrison Ave 31 35 Msgr Reynolds  also;33 37 msgr reynolds way,12/17/10 9:33, ,173635.0
126504,701590000.0,Fire Alarm,install new fire notification system per ibc 2009 8th editiion cmr 780 cmr 527 and all applicable local ordinance,2/11/16 10:37,8/11/16 0:00,125259.0
126505,603089000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinanace,2/11/16 10:37,8/11/16 0:00,352422.0
126506,603090000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinanace,2/11/16 10:37,8/11/16 0:00,352422.0
126507,603091000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinanace,2/11/16 10:37,8/11/16 0:00,352422.0
126508,603092000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinanace,2/11/16 10:37,8/11/16 0:00,352422.0
126509,1603906000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinance,2/11/16 10:37,8/11/16 0:00,100857.0
126510,600304000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinance,2/11/16 10:37,8/11/16 0:00,7358.0
126511,402673000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition cmr 780 cmr 527 and all applicable local ordinance,2/11/16 10:37,8/11/16 0:00,41621.0
126522,2100965000.0,Fire Alarm,Installation of a type 2 fire alarm system  consisting of fire protection in all common areas with Initiation devices  AV Devices per all state and local codes. In addition protection in units with CO and smoke using sounder base connected to fire system. System will be monitoring via central station. This application is in conjunction with EFA605370 and EFA605370,5/4/16 8:33,11/4/16 0:00,419871.0
126562,603467000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780 cmr 527 and all applicable local ordinance,2/11/16 10:37,8/11/16 0:00,82564.0
126797,602494000.0,Electrical,Rough wiring for a local low voltage fire alarm system.,3/2/16 9:42,9/2/16 0:00,127744.0
126816,1200359000.0,Fire Alarm,new  FA system and local smoke /co detectors,3/4/16 8:28,9/4/16 0:00,146555.0
126817,1101142000.0,Fire Alarm,new addressable system  new local smoke/co detectors all fish work,3/4/16 8:28,9/4/16 0:00,35498.0
126818,1101143000.0,Fire Alarm,new addressable system and local smokes/co detectors fish work,3/4/16 8:28,9/4/16 0:00,35499.0
126819,1101144000.0,Fire Alarm,new asddressable system and local smokes/co detectors,3/4/16 8:28,9/4/16 0:00,35500.0
126820,1101145000.0,Fire Alarm,new addressable system new local smokes/co detectors fish work,3/4/16 8:28,9/4/16 0:00,35501.0
126821,1101146000.0,Fire Alarm,new addressable system and local smokes/co detectors,3/4/16 8:28,9/4/16 0:00,35502.0
126822,1101142000.0,Fire Alarm,new addressable system and local smokes/co detectors detectors,3/4/16 8:28,9/4/16 0:00,35498.0
126823,1101134000.0,Fire Alarm,new addressable system and local smokes/co detectors,3/4/16 8:28,9/4/16 0:00,35504.0
126848,1700946000.0,Fire Alarm,new addressable system and local smokes/co detectors,3/7/16 14:18,9/7/16 0:00,87879.0
126849,1502721000.0,Fire Alarm,new addressable system and local smoke/co detectors,3/7/16 14:18,9/7/16 0:00,354237.0
126947,504327001.0,Fire Alarm,Renovation to fire alarm system at new Sweetgreen Restaurant,3/22/16 8:27,9/22/16 0:00,22084.0
127006,703177000.0,Fire Alarm,Add new local smokes to both first floor and second floor units,3/24/16 9:32,9/24/16 0:00,49187.0
127145,603080000.0,Fire Alarm,new fire notification system per ibc 2008 780 crm 527 cmr and all applicable local ordinance,4/7/16 15:18,10/7/16 0:00,77742.0
127202,1101578000.0,Fire Alarm,New local smoke and co detectors in units 1-2-3,4/15/16 10:17,10/15/16 0:00,33754.0
127203,1101577000.0,Fire Alarm,New local smoke and co detectors,4/15/16 10:17,10/15/16 0:00,33756.0
127266,,Fire Alarm,Wiring 120 volt smoke and carbon detectors locally in units.,4/21/16 8:57,10/21/16 0:00,171083.0
127306,604263000.0,Fire Alarm,install new fire notification system per ibc 2009 8th edition  cmr780 and cmr527 and all applicable local ordinance,4/25/16 12:41,10/25/16 0:00,104447.0
127307,,Fire Alarm,new fire notification system per ibc 2009 780 crm 527 cmr and all applicable local ordinance,4/25/16 12:41,10/25/16 0:00,169082.0
127336,401404000.0,Fire Alarm,modify existing fire notification system per ibc 2009 8th ed cmr 780 cmr 527 and all applicable local ordinance.  Work will be limited to the entire 3rd flr demolition and remodel,4/28/16 8:10,10/28/16 0:00,130989.0
127362,1600075000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780 cmr 527 and all applicable local ordinance.,4/28/16 8:10,10/28/16 0:00,5220.0
127422,501252000.0,Fire Alarm,Install 110v local FA system and LV signaling devices to existing building system,5/5/16 9:03,11/5/16 0:00,101984.0
127454,503683000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed 780cmr  527cmr and all applicable local ordinance,5/9/16 10:06,11/9/16 0:00,11575.0
127455,1101409000.0,Fire Alarm,new fire notification system per ibc 2009 8th ed 780 cmr 527 cmr and all applicable local ordinance,5/9/16 10:06,11/9/16 0:00,3281.0
127499,602937000.0,Fire Alarm,modify existing fire notification system per ibc 2009 8th ed  780cmr 527cmr and all applicable local ordinanace,5/13/16 14:35,11/13/16 0:00,49126.0
127520,104971000.0,Fire Alarm,Electrical Wiring for the Installation of a new addressable fire alarm system throughout the building. includes local 120V smoke detectors & Smoke/CO detectors.,5/16/16 10:50,11/16/16 0:00,55190.0
127521,104972000.0,Fire Alarm,Electrical Wiring for the Installation of a new addressable fire alarm system throughout the building. includes local 120V smoke detectors & Smoke/CO detectors.,5/16/16 10:50,11/16/16 0:00,55190.0
127535,1809761000.0,Fire Alarm,line voltage local smoke detectors,5/16/16 11:17,11/16/16 0:00,77222.0
127581,1900488000.0,Fire Alarm,new fire notification system per ibc 2009 cmr 780 cmr 527 and all applicable local ordinance,6/21/16 11:28,12/21/16 0:00,104709.0
127642,503205000.0,Fire Alarm,Installation of new fire alarm system to a mixed use commercial/residential 6+ story building. Including building fire alarm system  residential local smoke detectors  Area of Rescue  and Bi-Directional Amplification systems,6/2/16 15:26,12/2/16 0:00,354262.0
127657,104601000.0,Fire Alarm,install 120 volt and local low voltage system in new 2 unit residential building,7/21/16 9:13,1/21/17 0:00,20057.0
127666,501595000.0,Fire Alarm,Hard wire local smoke detectors through out 28-30 Mt. Vernon St. in Beacon Hill.,6/8/16 20:10,12/8/16 0:00,98556.0
127678,2100051010.0,Fire Alarm,Relocate (1) exuisting speaker strobe in Study Room 630  replace (2) existing speaker strobes in 1st floor lobby with new devices  reuse existing wiring on all.,6/7/16 14:48,12/7/16 0:00,341545.0
127730,703234000.0,Fire Alarm,install smokes and carbon interconnect local self initiate/soud alarms 110 volt,6/14/16 14:28,12/14/16 0:00,14029.0
127763,603367000.0,Fire Alarm,new fire notification system per ibc 2009 8th ed cmr 780 cmr 527 and all applicable local ordinance,6/21/16 11:28,12/21/16 0:00,352037.0
127764,105276000.0,Fire Alarm,new fire notification system per ibc 2009 8th ed cmr780 cmr527 and all applicable local ordinance,6/21/16 11:28,12/21/16 0:00,83703.0
127765,105277000.0,Fire Alarm,new fire notification system per ibc 2009 8th ed cmr780 cmr527 and all applicable local ordinance,6/21/16 11:28,12/21/16 0:00,83703.0
127771,1102034000.0,Fire Alarm,install a local fire alarm system   for a 3 family dwelling    system will be monitoring,6/20/16 11:54,12/20/16 0:00,144663.0
127792,1101579000.0,Fire Alarm,New local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33753.0
127793,1101580000.0,Fire Alarm,New local smoke and co detectors,6/23/16 10:51,12/23/16 0:00,33751.0
127794,1101581000.0,Fire Alarm,New local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33761.0
127795,1101582000.0,Fire Alarm,New local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33759.0
127796,1101571000.0,Fire Alarm,new local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33758.0
127797,1101572000.0,Fire Alarm,new local smoke and co detectors,6/23/16 10:51,12/23/16 0:00,33760.0
127798,1101573000.0,Fire Alarm,new local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33762.0
127799,1101574000.0,Fire Alarm,new local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33752.0
127800,1101575000.0,Fire Alarm,new local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33755.0
127801,1101576000.0,Fire Alarm,new local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,33757.0
127802,1300570000.0,Fire Alarm,new addressable systemnew local smokes and co detectors,6/23/16 10:51,12/23/16 0:00,151714.0
127810,2100965000.0,Fire Alarm,Installation of a type 2 fire alarm system  consisting of fire protection in all common areas with Initiation devices  AV Devices per all state and local codes. In addition protection in units with CO and smoke using sounder base connected to fire system. System will be monitoring via central station. Cost Reflect on EFA561338,6/22/16 12:54,12/22/16 0:00,169009.0
127811,2100965000.0,Fire Alarm,Installation of a type 2 fire alarm system  consisting of fire protection in all common areas with Initiation devices  AV Devices per all state and local codes. In addition protection in units with CO and smoke using sounder base connected to fire system. System will be monitoring via central station. Cost reflect on EFA561338,6/22/16 12:54,12/22/16 0:00,419872.0
127831,306625000.0,Fire Alarm,install fire alarm for Sweetgreen  tenant buildout,7/1/16 8:19,1/1/17 0:00,344269.0
127886,401539000.0,Fire Alarm,Re-wire local smokes only inside first floor unit,7/5/16 10:35,1/5/17 0:00,133449.0
127929,304574000.0,Fire Alarm,installing devices in sweet green space as follows 3 pull stations  2 duct smokes   2 heats 3 smokes   1 booster panel and 8 horn strobes thou out space connect to landlord fire alarm panel.,7/8/16 13:06,1/8/17 0:00,132054.0
127954,306494000.0,Fire Alarm,New fire alarm system and 120 V local smoke detectors,7/18/16 14:41,1/18/17 0:00,142342.0
127989,,Fire Alarm,Relocate existing fire alarm devices  add some new. Install new 120V local smoke detectors,8/8/16 13:32,2/8/17 0:00,165283.0
128050,301968000.0,Fire Alarm,We are proposing to replace device for device the complete fire alarm system with the addition of modules for the elevator recall and sprinkler systems  as well as installing a new outside beacon. The work would consist of us replacing all existing conventional devices with new intelligent addressable fire protection devices. We would reuse all existing wiring  raceways and boxes and well as re-use the existing digital dialer communicator that transmits alarm signals to the central station. The total number of devices to be installed/replaced is 49. We propose to install a FireLite MS-9600LS Intelligent Addressable Fire Alarm System  which will include  12- BG12LX Pull Stations  17- SD355 Smoke Detectors  2- HD355 Heat Detectors  7-MFF 300 monitor modules  9- P2R Horn Strobes  1-490-S outside beacon and 1- LCD 80-F annunciator.,8/10/16 10:09,2/10/17 0:00,163702.0
128092,1300034000.0,Fire Alarm,New local smoke& co detectors New addressable system,7/26/16 12:12,1/26/17 0:00,419247.0
128136,,Fire Alarm,Installation of new fire alarm system  field devices and local smoke detectors.,8/12/16 13:04,2/12/17 0:00,168429.0
128144,1404691000.0,Fire Alarm,install new fire notification system per ibc2009 780 cmr 527 cmr and all local ordinance,8/1/16 14:40,2/1/17 0:00,66523.0
128322,301294000.0,Fire Alarm,install new fire notification system per ibc 2009 cmr780 cmr 529 and all applicable local ordinance,8/18/16 11:21,2/18/17 0:00,42427.0
128326,1100230000.0,Fire Alarm,install new fire notification system per ibc 2009 780cmr 529 cmr  adn all applicable local ordinance,8/18/16 11:21,2/18/17 0:00,144538.0
128329,1903888000.0,Fire Alarm,The building was damaged due to a fire resulting in a total renovation of the structure. A fire alarm system is to be installed and monitored meeting all local  state and NFPA 72 standards.,9/27/16 11:27,3/27/17 0:00,341474.0
128376,1300049000.0,Fire Alarm,New Addressable FA systemNew unit local smokes/ co detectors,9/1/16 13:30,3/1/17 0:00,21872.0
128377,1300049000.0,Fire Alarm,New addressable FA systemNew local smoke/ co detectors,9/1/16 13:30,3/1/17 0:00,21872.0
128384,1002571000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780 cmr 529 and all other applicable local ordinance,8/25/16 13:23,2/25/17 0:00,31164.0
128385,106457000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780 cmr 529 and all applicable local ordinance,8/25/16 13:23,2/25/17 0:00,419658.0
128386,106457000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780   cmr 529 and all applicable local ordinanace,8/25/16 13:23,2/25/17 0:00,419659.0
128388,302170000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780 cmr 529 and all applicable local ordinance,8/25/16 13:23,2/25/17 0:00,121854.0
128389,703054000.0,Fire Alarm,install new fire notification system per ibc 2009 8th ed cmr 780 cmr 529 and all applicable local ordinance,8/25/16 13:23,2/25/17 0:00,121323.0
